TimeStamp,Latitude,Longitude,Altitude,PM25,RelativeHumidity,Temperature,vocIndex,noxIndex,ButtonPress,PressurehPa,DuplicationCount,TimeStampAdjusted,TimeStampHMS,velocity_km_h,velocity_m_h
2024-02-07 22:08:31,37.758049,-122.42312,55.099,2.4,49.86,18.469,98.0,1.0,0.0,1008.5,0,2024-02-07 22:08:31,22:08:31,1.5885488869658655,0.9870782104428668
2024-02-07 22:08:33,37.758034,-122.42311,55.0,2.4,49.759,18.465,96.0,1.0,0.0,1008.5,0,2024-02-07 22:08:33,22:08:33,1.7510164230636154,1.0880308258154618
2024-02-07 22:08:35,37.758022,-122.42311,55.2,2.4,49.65,18.459,93.0,1.0,0.0,1008.5,0,2024-02-07 22:08:35,22:08:35,1.6634504183826582,1.0336198499208509
2024-02-07 22:08:36,37.758018,-122.42311,55.2,2.4,49.599,18.459,92.0,1.0,0.0,1008.5,0,2024-02-07 22:08:36,22:08:36,1.6634504183030845,1.0336198498714058
2024-02-07 22:08:38,37.758011,-122.4231,55.299,2.4,49.509,18.455,90.0,1.0,0.0,1008.5,0,2024-02-07 22:08:38,22:08:38,1.6847075336510895,1.046828404892311
2024-02-07 22:08:39,37.758007,-122.4231,55.2,2.4,49.48,18.45,89.0,1.0,0.0,1008.5,0,2024-02-07 22:08:39,22:08:39,1.7390529380445556,1.0805970631656836
2024-02-07 22:08:41,37.757992,-122.42308,55.2,2.5,49.43,18.445,87.0,1.0,0.0,1008.5,0,2024-02-07 22:08:41,22:08:41,1.957350517093295,1.216240848156778
2024-02-07 22:08:43,37.757977,-122.42308,55.099,2.6,49.41,18.44,86.0,1.0,0.0,1008.5,0,2024-02-07 22:08:43,22:08:43,2.0949542389621527,1.3017438104181518
2024-02-07 22:08:44,37.757977,-122.42308,54.9,2.7,49.41,18.44,86.0,1.0,0.0,1008.5,0,2024-02-07 22:08:44,22:08:44,2.0949542389621527,1.3017438104181518
2024-02-07 22:08:46,37.757977,-122.42308,54.799,2.7,49.41,18.434,85.0,1.0,0.0,1008.5,0,2024-02-07 22:08:46,22:08:46,1.9948788049842203,1.23955983793185
2024-02-07 22:08:47,37.757973,-122.42308,54.599,2.7,49.389,18.43,85.0,1.0,0.0,1008.5,0,2024-02-07 22:08:47,22:08:47,2.059229734095119,1.2795456391044182
2024-02-07 22:08:49,37.757973,-122.42306,54.2,2.7,49.369,18.424,84.0,1.0,0.0,1008.5,0,2024-02-07 22:08:49,22:08:49,2.192678994250906,1.3624671393366796
2024-02-07 22:08:51,37.757969,-122.42306,53.5,2.6,49.36,18.424,84.0,1.0,0.0,1008.5,0,2024-02-07 22:08:51,22:08:51,2.1318790815658963,1.3246878367916826
2024-02-07 22:08:52,37.757973,-122.42306,53.0,2.6,49.33,18.42,83.0,1.0,0.0,1008.5,0,2024-02-07 22:08:52,22:08:52,2.083016816267362,1.294326242140867
2024-02-07 22:08:54,37.757969,-122.42306,52.5,2.5,49.32,18.415,83.0,1.0,0.0,1008.5,0,2024-02-07 22:08:54,22:08:54,2.0222169035823523,1.25654693959587
2024-02-07 22:08:55,37.757965,-122.42306,52.2,2.5,49.32,18.41,83.0,1.0,0.0,1008.5,0,2024-02-07 22:08:55,22:08:55,1.934920923785474,1.2023037493335038
2024-02-07 22:08:57,37.757969,-122.42305,51.599,2.3,49.31,18.405,82.0,1.0,0.0,1008.5,0,2024-02-07 22:08:57,22:08:57,1.985292379527502,1.2336031111593837
2024-02-07 22:08:59,37.757957,-122.42304,50.799,2.2,49.299,18.405,82.0,1.0,0.0,1008.5,0,2024-02-07 22:08:59,22:08:59,1.9433813664776916,1.2075608230696095
2024-02-07 22:09:00,37.757954,-122.42304,50.299,2.2,49.31,18.4,82.0,1.0,0.0,1008.5,0,2024-02-07 22:09:00,22:09:00,1.930871937180716,1.1997878264779187
2024-02-07 22:09:02,37.757946,-122.42302,49.799,2.3,49.349,18.395,82.0,1.0,0.0,1008.5,0,2024-02-07 22:09:02,22:09:02,2.1025097301201487,1.306438573514487
2024-02-07 22:09:03,37.757938,-122.42302,49.4,2.3,49.38,18.395,82.0,1.0,0.0,1008.5,0,2024-02-07 22:09:03,22:09:03,2.152547447069328,1.3375305597329157
2024-02-07 22:09:05,37.757927,-122.42301,48.5,2.4,49.439,18.389,83.0,1.0,0.0,1008.5,0,2024-02-07 22:09:05,22:09:05,2.109895787457289,1.311028055348123
2024-02-07 22:09:07,37.757915,-122.423,48.0,2.4,49.47,18.385,83.0,1.0,0.0,1008.5,0,2024-02-07 22:09:07,22:09:07,2.1395469281734134,1.329452414306042
2024-02-07 22:09:08,37.757908,-122.42298,48.099,2.6,49.509,18.385,84.0,1.0,0.0,1008.5,0,2024-02-07 22:09:08,22:09:08,2.305825611742387,1.4327731661939789
2024-02-07 22:09:10,37.757908,-122.42298,48.099,2.6,49.52,18.379,84.0,1.0,0.0,1008.5,0,2024-02-07 22:09:10,22:09:10,2.1737308620244704,1.3506933194670072
2024-02-07 22:09:11,37.757908,-122.42298,48.099,2.6,49.549,18.379,84.0,1.0,0.0,1008.5,0,2024-02-07 22:09:11,22:09:11,2.123693144995717,1.319601333199134
2024-02-07 22:09:13,37.757904,-122.423,48.099,2.7,49.61,18.375,84.0,1.0,0.0,1008.5,0,2024-02-07 22:09:13,22:09:13,2.055081431031874,1.2769680038817066
2024-02-07 22:09:14,37.757904,-122.423,48.099,2.7,49.65,18.375,84.0,1.0,0.0,1008.5,0,2024-02-07 22:09:14,22:09:14,1.927679991962671,1.1978044442858369
2024-02-07 22:09:16,37.7579,-122.423,48.099,2.8,49.77,18.375,85.0,1.0,0.0,1008.5,0,2024-02-07 22:09:16,22:09:16,1.9174777092425908,1.1914650416697778
2024-02-07 22:09:18,37.757904,-122.423,48.099,2.8,49.82,18.37,85.0,1.0,0.0,1008.5,0,2024-02-07 22:09:18,22:09:18,1.967515426271344,1.2225570279376512
2024-02-07 22:09:19,37.757927,-122.42301,48.099,3.3,49.9,18.37,86.0,1.0,0.0,1008.5,0,2024-02-07 22:09:19,22:09:19,2.221718145090295,1.3805112255329015
2024-02-07 22:09:21,37.757942,-122.42301,48.2,3.4,49.95,18.37,87.0,1.0,0.0,1008.5,0,2024-02-07 22:09:21,22:09:21,2.211559394482499,1.3741988725089849
2024-02-07 22:09:22,37.75795,-122.42304,48.2,3.4,49.97,18.37,87.0,1.0,0.0,1008.5,0,2024-02-07 22:09:22,22:09:22,2.5544722582861223,1.587274981603506
2024-02-07 22:09:24,37.757946,-122.42304,48.2,3.4,50.009,18.37,88.0,1.0,0.0,1008.5,0,2024-02-07 22:09:24,22:09:24,2.474645000294255,1.5376726384778416
2024-02-07 22:09:26,37.757957,-122.42305,48.2,3.4,50.02,18.37,88.0,1.0,0.0,1008.5,0,2024-02-07 22:09:26,22:09:26,2.5940652978060004,1.6118769481630122
2024-02-07 22:09:27,37.757954,-122.42305,48.2,3.5,50.04,18.37,88.0,1.0,0.0,1008.5,0,2024-02-07 22:09:27,22:09:27,2.581555868509025,1.6041039515713214
2024-02-07 22:09:29,37.757957,-122.42305,48.2,3.5,50.04,18.37,89.0,1.0,0.0,1008.5,0,2024-02-07 22:09:29,22:09:29,2.5082464216304787,1.5585515872549522
2024-02-07 22:09:30,37.757969,-122.42305,48.2,548.0,50.099,18.375,88.0,1.0,0.0,1008.5,0,2024-02-07 22:09:30,22:09:30,2.558549999201467,1.5898087715538147
2024-02-07 22:09:32,37.757973,-122.42306,48.2,328.6,50.22,18.375,88.0,1.0,0.0,1008.5,0,2024-02-07 22:09:32,22:09:32,2.5519047537974053,1.5856796087718477
2024-02-07 22:09:34,37.757927,-122.42304,48.2,282.29,50.259,18.375,88.0,1.0,0.0,1008.5,0,2024-02-07 22:09:34,22:09:34,2.938710085372328,1.8260292244578888
2024-02-07 22:09:35,37.757915,-122.42302,48.2,433.0,50.32,18.375,88.0,1.0,0.0,1008.5,0,2024-02-07 22:09:35,22:09:35,3.0869468098831594,1.9181392262039088
2024-02-07 22:09:37,37.757896,-122.42302,48.299,372.1,50.34,18.375,88.0,1.0,0.0,1008.5,0,2024-02-07 22:09:37,22:09:37,3.155167936287833,1.960529855739107
2024-02-07 22:09:38,37.757893,-122.42301,48.4,171.3,50.349,18.379,88.0,1.0,0.0,1008.5,0,2024-02-07 22:09:38,22:09:38,3.180577706730491,1.976318750208832
2024-02-07 22:09:40,37.757885,-122.42302,48.5,105.8,50.36,18.379,88.0,1.0,0.0,1008.5,0,2024-02-07 22:09:40,22:09:40,3.005567731910122,1.8675726271447244
2024-02-07 22:09:42,37.757912,-122.42305,48.5,39.099,50.4,18.385,89.0,1.0,0.0,1008.5,0,2024-02-07 22:09:42,22:09:42,3.4551335210424425,2.146919771103664
2024-02-07 22:09:43,37.757942,-122.42308,48.599,14.4,50.439,18.389,89.0,1.0,0.0,1008.5,0,2024-02-07 22:09:43,22:09:43,3.9335354504569486,2.444184856385885
2024-02-07 22:09:45,37.757977,-122.4231,48.7,8.8,50.47,18.395,90.0,1.0,0.0,1008.5,0,2024-02-07 22:09:45,22:09:45,4.209941542968223,2.615935586495708
2024-02-07 22:09:46,37.758045,-122.42314,48.599,4.1,50.56,18.4,91.0,1.0,0.0,1008.5,0,2024-02-07 22:09:46,22:09:46,5.148072627172381,3.1988630364187296
2024-02-07 22:09:48,37.758095,-122.42315,48.5,3.1,50.619,18.405,91.0,1.0,0.0,1008.5,0,2024-02-07 22:09:48,22:09:48,5.731277164897357,3.561249423229436
2024-02-07 22:09:50,37.758091,-122.42314,48.2,2.9,50.72,18.42,93.0,1.0,0.0,1008.5,0,2024-02-07 22:09:50,22:09:50,5.792077032136209,3.5990286975355086
2024-02-07 22:09:51,37.758099,-122.42314,48.2,3.1,50.79,18.43,94.0,1.0,0.0,1008.5,0,2024-02-07 22:09:51,22:09:51,5.58791203034601,3.4721664862081307
2024-02-07 22:09:53,37.758099,-122.42312,48.2,2.5,50.83,18.44,95.0,1.0,0.0,1008.5,0,2024-02-07 22:09:53,22:09:53,5.598070444306512,3.478478630049182
2024-02-07 22:09:54,37.758072,-122.42311,48.0,2.7,50.86,18.459,95.0,1.0,0.0,1008.5,0,2024-02-07 22:09:54,22:09:54,5.636883709368235,3.5025960673738497
2024-02-07 22:09:56,37.758091,-122.42312,48.299,2.1,50.86,18.469,96.0,1.0,0.0,1008.5,0,2024-02-07 22:09:56,22:09:56,5.844280607452198,3.63146648533318
2024-02-07 22:09:58,37.758099,-122.42311,48.799,14.9,50.799,18.5,96.0,1.0,0.0,1008.5,0,2024-02-07 22:09:58,22:09:58,5.815521878440011,3.613596645128148
2024-02-07 22:09:59,37.758114,-122.42312,49.099,14.4,50.759,18.514,95.0,1.0,0.0,1008.5,0,2024-02-07 22:09:59,22:09:59,5.990103239076016,3.722076439767904
2024-02-07 22:10:01,37.758114,-122.42312,49.799,7.8,50.669,18.559,95.0,1.0,0.0,1008.5,0,2024-02-07 22:10:01,22:10:01,5.952574951344239,3.698757450091721
2024-02-07 22:10:02,37.758106,-122.42314,50.2,3.3,50.549,18.62,94.0,1.0,0.0,1008.6,0,2024-02-07 22:10:02,22:10:02,6.02413692883466,3.7432239876069215
2024-02-07 22:10:04,37.758125,-122.42314,51.0,2.0,50.49,18.655,94.0,1.0,0.0,1008.5,0,2024-02-07 22:10:04,22:10:04,6.150978354799115,3.822039571299881
2024-02-07 22:10:06,37.758152,-122.42315,51.599,373.79,50.36,18.745,94.0,1.0,0.0,1008.5,0,2024-02-07 22:10:06,22:10:06,5.894434081087444,3.662630399399386
2024-02-07 22:10:07,37.758167,-122.42314,51.799,1422.0,50.279,18.799,94.0,1.0,0.0,1008.5,0,2024-02-07 22:10:07,22:10:07,5.858231538008222,3.640135189003707
2024-02-07 22:10:09,37.758171,-122.42312,52.299,2588.8,50.139,18.94,97.0,1.0,0.0,1008.5,0,2024-02-07 22:10:09,22:10:09,5.824582970308547,3.619226944843592
2024-02-07 22:10:10,37.758156,-122.42311,52.5,1522.9,49.959,19.11,102.0,1.0,0.0,1008.5,0,2024-02-07 22:10:10,22:10:10,5.930911574235382,3.6852964557942136
2024-02-07 22:10:12,37.758156,-122.42311,53.099,1093.1,49.84,19.205,105.0,1.0,0.0,1008.5,0,2024-02-07 22:10:12,22:10:12,5.79021209520227,3.59786987980793
2024-02-07 22:10:13,37.758179,-122.42311,53.599,721.7,49.56,19.415,110.0,1.0,0.0,1008.5,0,2024-02-07 22:10:13,22:10:13,5.80992328132784,3.610117839241961
2024-02-07 22:10:15,37.75819,-122.42311,54.7,596.2,49.38,19.525,112.0,1.0,0.0,1008.5,0,2024-02-07 22:10:15,22:10:15,5.28756497108155,3.2855395336459137
2024-02-07 22:10:17,37.758209,-122.42312,55.9,382.0,48.98,19.74,115.0,1.0,0.0,1008.5,0,2024-02-07 22:10:17,22:10:17,5.064562163752319,3.146972056252942
2024-02-07 22:10:18,37.758194,-122.42311,56.299,288.7,48.759,19.844,116.0,1.0,0.0,1008.5,0,2024-02-07 22:10:18,22:10:18,4.338540668697206,2.695843353849052
2024-02-07 22:10:20,37.758186,-122.42308,57.2,195.19,48.299,20.03,116.0,1.0,0.0,1008.5,0,2024-02-07 22:10:20,22:10:20,4.018420809340066,2.4969301567204463
2024-02-07 22:10:21,37.758167,-122.42305,57.5,125.5,47.81,20.184,115.0,1.0,0.0,1008.5,0,2024-02-07 22:10:21,22:10:21,4.426057970128294,2.7502240669565885
2024-02-07 22:10:23,37.758171,-122.42304,58.9,102.3,47.56,20.245,114.0,1.0,0.0,1008.5,0,2024-02-07 22:10:23,22:10:23,4.298505718414577,2.6709667967569843
2024-02-07 22:10:25,37.758163,-122.42301,60.2,90.9,47.11,20.334,113.0,1.0,0.0,1008.6,0,2024-02-07 22:10:25,22:10:25,4.413828348494964,2.7426249347326643
2024-02-07 22:10:26,37.758167,-122.423,60.9,92.8,46.919,20.365,112.0,1.0,0.0,1008.5,0,2024-02-07 22:10:26,22:10:26,4.172729259354261,2.5928129526142167
2024-02-07 22:10:28,37.758186,-122.423,62.099,94.9,46.549,20.405,111.0,1.0,0.0,1008.6,0,2024-02-07 22:10:28,22:10:28,4.152973799929187,2.580537483035799
2024-02-07 22:10:29,37.758171,-122.42298,62.7,93.4,46.259,20.424,110.0,1.0,0.0,1008.6,0,2024-02-07 22:10:29,22:10:29,4.423140284562519,2.748411101758897
2024-02-07 22:10:31,37.758171,-122.42297,64.3,85.5,46.139,20.424,109.0,1.0,0.0,1008.5,0,2024-02-07 22:10:31,22:10:31,4.1717073321429385,2.59217795668099
2024-02-07 22:10:33,37.758183,-122.42297,65.8,69.0,45.93,20.42,108.0,1.0,0.0,1008.5,0,2024-02-07 22:10:33,22:10:33,4.321820483149624,2.685453915435165
2024-02-07 22:10:34,37.758179,-122.42297,66.4,64.4,45.84,20.415,108.0,1.0,0.0,1008.5,0,2024-02-07 22:10:34,22:10:34,4.150183071681271,2.578803405433663
2024-02-07 22:10:36,37.75816,-122.42295,68.099,75.8,45.669,20.405,107.0,1.0,0.0,1008.5,0,2024-02-07 22:10:36,22:10:36,4.221722427819016,2.6232558866963296
2024-02-07 22:10:37,37.758133,-122.42293,68.9,72.0,45.59,20.395,107.0,1.0,0.0,1008.5,0,2024-02-07 22:10:37,22:10:37,4.398655249533247,2.733196811057723
2024-02-07 22:10:39,37.758118,-122.42295,70.099,45.7,45.439,20.379,105.0,1.0,0.0,1008.5,0,2024-02-07 22:10:39,22:10:39,4.321730396600692,2.6853979382661683
2024-02-07 22:10:41,37.758072,-122.42297,69.4,32.9,45.349,20.37,104.0,1.0,0.0,1008.6,0,2024-02-07 22:10:41,22:10:41,4.726180524279909,2.936711518552331
2024-02-07 22:10:42,37.758049,-122.42297,69.4,30.6,45.32,20.36,104.0,1.0,0.0,1008.5,0,2024-02-07 22:10:42,22:10:42,4.801787784159755,2.983691677231131
2024-02-07 22:10:44,37.758049,-122.42297,70.5,33.9,45.279,20.35,103.0,1.0,0.0,1008.6,0,2024-02-07 22:10:44,22:10:44,4.801787784159755,2.983691677231131
2024-02-07 22:10:45,37.758049,-122.42297,71.099,33.599,45.25,20.344,103.0,1.0,0.0,1008.6,0,2024-02-07 22:10:45,22:10:45,4.51407091144336,2.804912756314472
2024-02-07 22:10:47,37.758034,-122.42296,72.199,45.7,45.2,20.334,102.0,1.0,0.0,1008.5,0,2024-02-07 22:10:47,22:10:47,4.588576878549083,2.8512086036009223
2024-02-07 22:10:49,37.75803,-122.42293,73.5,70.3,45.16,20.325,101.0,1.0,0.0,1008.5,0,2024-02-07 22:10:49,22:10:49,4.632032156498788,2.878210453115808
2024-02-07 22:10:50,37.758034,-122.42293,74.3,74.099,45.15,20.32,101.0,1.0,0.0,1008.6,0,2024-02-07 22:10:50,22:10:50,4.469960284378495,2.77750369186455
2024-02-07 22:10:52,37.758053,-122.42292,76.099,67.4,45.139,20.315,101.0,1.0,0.0,1008.5,0,2024-02-07 22:10:52,22:10:52,4.414272523538116,2.7429009322234026
2024-02-07 22:10:53,37.758053,-122.42292,77.0,64.5,45.15,20.309,101.0,1.0,0.0,1008.6,0,2024-02-07 22:10:53,22:10:53,4.034112090048792,2.506680263505708
2024-02-07 22:10:55,37.758087,-122.42291,78.9,62.4,45.16,20.305,101.0,1.0,0.0,1008.5,0,2024-02-07 22:10:55,22:10:55,4.359942446203991,2.7091417977402203
2024-02-07 22:10:57,37.75819,-122.42296,80.599,61.7,45.16,20.299,101.0,1.0,0.0,1008.5,0,2024-02-07 22:10:57,22:10:57,5.4269241947752445,3.3721333138316885
2024-02-07 22:10:58,37.758213,-122.42296,81.5,60.5,45.16,20.295,101.0,1.0,0.0,1008.6,0,2024-02-07 22:10:58,22:10:58,5.6038035688892585,3.4820410274042874
2024-02-07 22:11:00,37.758251,-122.42295,83.199,59.7,45.15,20.29,101.0,1.0,0.0,1008.5,0,2024-02-07 22:11:00,22:11:00,5.851661934440423,3.63605302786518
2024-02-07 22:11:01,37.758251,-122.42292,84.0,59.0,45.13,20.29,101.0,1.0,0.0,1008.6,0,2024-02-07 22:11:01,22:11:01,5.875718467167526,3.6510010596623528
2024-02-07 22:11:03,37.758274,-122.42291,86.0,57.7,45.07,20.28,100.0,1.0,0.0,1008.6,0,2024-02-07 22:11:03,22:11:03,6.081058922292459,3.7785936636037873
2024-02-07 22:11:05,37.758312,-122.42293,87.0,57.2,45.04,20.28,99.0,1.0,0.0,1008.6,0,2024-02-07 22:11:05,22:11:05,6.445814784352993,4.005242378368203
2024-02-07 22:11:06,37.758343,-122.42295,87.699,56.099,44.97,20.27,97.0,1.0,0.0,1008.6,0,2024-02-07 22:11:06,22:11:06,6.831101559081374,4.244648406867952
2024-02-07 22:11:08,37.758389,-122.42296,89.4,54.4,44.9,20.26,95.0,1.0,0.0,1008.6,0,2024-02-07 22:11:08,22:11:08,7.105753854905174,4.415309378576283
2024-02-07 22:11:09,37.758404,-122.42296,90.199,54.099,44.88,20.254,95.0,1.0,0.0,1008.6,0,2024-02-07 22:11:09,22:11:09,6.901983880566309,4.288692625851368
2024-02-07 22:11:11,37.758423,-122.42296,92.0,53.799,44.869,20.245,93.0,1.0,0.0,1008.6,0,2024-02-07 22:11:11,22:11:11,6.867020297388198,4.2669672692084015
2024-02-07 22:11:13,37.75845,-122.42296,93.9,53.599,44.88,20.24,93.0,1.0,0.0,1008.5,0,2024-02-07 22:11:13,22:11:13,6.5962941714661625,4.098745905618101
2024-02-07 22:11:14,37.75843,-122.42293,94.8,53.0,44.91,20.225,92.0,1.0,0.0,1008.6,0,2024-02-07 22:11:14,22:11:14,6.696680732424095,4.161123203387092
2024-02-07 22:11:16,37.75845,-122.42292,96.8,52.7,44.919,20.219,92.0,1.0,0.0,1008.5,0,2024-02-07 22:11:16,22:11:16,6.965707558716359,4.328288671467143
2024-02-07 22:11:17,37.758453,-122.42292,97.8,52.2,44.939,20.205,92.0,1.0,0.0,1008.5,0,2024-02-07 22:11:17,22:11:17,7.003235846448136,4.3516076611433245
2024-02-07 22:11:19,37.75845,-122.42289,99.8,52.0,44.95,20.19,92.0,1.0,0.0,1008.5,0,2024-02-07 22:11:19,22:11:19,7.090188512642064,4.4056375262889125
2024-02-07 22:11:20,37.758461,-122.42289,100.9,52.2,44.959,20.18,91.0,1.0,0.0,1008.6,0,2024-02-07 22:11:20,22:11:20,7.1503508663139765,4.443020668152382
2024-02-07 22:11:22,37.758476,-122.42287,103.09,52.4,44.98,20.16,91.0,1.0,0.0,1008.6,0,2024-02-07 22:11:22,22:11:22,7.149506758407035,4.442496163978138
2024-02-07 22:11:24,37.758495,-122.42287,104.0,52.299,44.99,20.155,91.0,1.0,0.0,1008.6,0,2024-02-07 22:11:24,22:11:24,7.129751279538468,4.430220682318097
2024-02-07 22:11:25,37.758499,-122.42287,104.9,52.0,45.0,20.135,90.0,1.0,0.0,1008.6,0,2024-02-07 22:11:25,22:11:25,7.179788996487647,4.461312668536526
2024-02-07 22:11:27,37.758526,-122.42285,106.69,52.099,45.02,20.115,90.0,1.0,0.0,1008.6,0,2024-02-07 22:11:27,22:11:27,7.134532065024691,4.433191323776457
2024-02-07 22:11:28,37.758549,-122.42285,107.69,52.2,45.04,20.105,90.0,1.0,0.0,1008.6,0,2024-02-07 22:11:28,22:11:28,6.237052600145012,3.875523611204706
2024-02-07 22:11:30,37.758583,-122.42285,109.59,53.299,45.08,20.084,90.0,1.0,0.0,1008.6,0,2024-02-07 22:11:30,22:11:30,6.179748428020616,3.8399164604675984
2024-02-07 22:11:32,37.75861,-122.42285,111.5,53.799,45.099,20.075,90.0,1.0,0.0,1008.6,0,2024-02-07 22:11:32,22:11:32,6.031965496447385,3.748088432493008
2024-02-07 22:11:33,37.758629,-122.42285,112.59,54.299,45.16,20.055,90.0,1.0,0.0,1008.6,0,2024-02-07 22:11:33,22:11:33,5.972945483218434,3.711415107852922
2024-02-07 22:11:35,37.758644,-122.42283,114.59,54.299,45.18,20.045,90.0,1.0,0.0,1008.6,0,2024-02-07 22:11:35,22:11:35,5.941346945817196,3.6917806930693766
2024-02-07 22:11:36,37.758636,-122.4228,115.59,53.9,45.209,20.025,90.0,1.0,0.0,1008.6,0,2024-02-07 22:11:36,22:11:36,5.924746960712962,3.681465943725174
2024-02-07 22:11:38,37.758636,-122.42279,117.8,53.299,45.22,20.004,90.0,1.0,0.0,1008.6,0,2024-02-07 22:11:38,22:11:38,5.403173334610423,3.357375218100213
2024-02-07 22:11:40,37.758663,-122.4228,119.0,52.599,45.23,19.995,89.0,1.0,0.0,1008.6,0,2024-02-07 22:11:40,22:11:40,5.171238902657846,3.2132578881834086
2024-02-07 22:11:41,37.758659,-122.4228,119.8,51.599,45.25,19.975,89.0,1.0,0.0,1008.6,0,2024-02-07 22:11:41,22:11:41,5.033635180948136,3.1277549260209243
2024-02-07 22:11:43,37.758678,-122.4228,121.5,51.2,45.279,19.965,89.0,1.0,0.0,1008.6,0,2024-02-07 22:11:43,22:11:43,5.033635180948136,3.1277549260209243
2024-02-07 22:11:44,37.758671,-122.42279,122.4,50.299,45.349,19.945,89.0,1.0,0.0,1008.6,0,2024-02-07 22:11:44,22:11:44,4.98371579920443,3.096736469867456
